stopword removal,score,Sentiment
kali nya rating buruk verifikasi wajah berkedip berpakaian rapi diterima hp masi bagus jernih tetep aja gabisa masuk tolong perbaiki susah buka aplikasi livin nya,1,Negatif
suruh selfie udah kali gagal mulu seburik kah muka ku,1,Negatif
gabisa login,1,Negatif
aplikasi masuk akun livin,1,Negatif
aplikasi bosok,1,Negatif
kode terblokir ribet membuka livin yg terblokir,1,Negatif
aplikasi bohonh,1,Negatif
banget potongan adminnya parah livin mandiri gk rekomend banget pake bagusan seabank,1,Negatif
semoga cepat respon pengonfirmasiannya,5,Positif
sepekan posisi slalu update susah log in bubabaran aja smoga solusi terbantu bisnis,2,Negatif
semoga lancar aman,5,Positif
tolong aplikasinya dibenerin tf ga idiihh,1,Negatif
transper mudah uang mudah kontrol aduh lemot loading nya ga kaya bank sebelah,4,Positif
pngajuan ksm ga mlz nya,2,Negatif
livin by mandiri q ngk buka,5,Positif
mandiri bagus,2,Negatif
ngga padhl udah daftar karna isi saldo gimana masuk aplikasi ngga,1,Negatif
akses mudah,5,Positif
gak transfer,1,Negatif
awesome,3,Positif
aplikasi disaya gak dibuka,5,Positif
aplikasi busuk gak login hapus aplikasi nggak ngatasin nggak ky bca,1,Negatif
buruk kenyamanan fitur verifikasi aja bank langsung layanan tersedia mohon cabang terdekat cabang terdekat ga langsung bank dimana hadeuhh semogaa perbaiki yaa,1,Negatif
livin bagus suka suka livin dibuka hp lgsetiap login aplikasi coba dihapus data instal ulang tetep hasilnyasudah kirim email tetep,3,Positif
bagus gampang lemot sebelah,5,Positif
identifikasi wajah gagal coba susah nya daftar livin,1,Negatif
rekening kartu debit blokir diakses livinkocak gimana ni keamanan sistemnya,1,Negatif
daftar nomor hp tp kartu debit dikirim blm gmn kk,4,Positif
kek gimana si bank mandiri masuk saldo rek langsung potongan nya sampe rb biaya admin biaya admin sampe rb gila banget make bagus ngga potongan nya mohon proses laporan,1,Negatif
bagus penawarannya,5,Positif
aplikasi buruksering gangguan,1,Negatif
buruk aplikasi d split verivikasi email terestart aplikasi gimana masuk sampah,2,Negatif
livin terblokir telpon nomor castemer servis by mandiri padhl pulsa ko panggilan tetep,1,Negatif
mantap,5,Positif
kak mohon maaf kendala livin by mandiri terblokir mendaftarkan nomer aktif pergi cs lakukan pergantian nomer bank mengkonfirmasi jam mencobanya stack pemberitahuan layanan tersedia jam kak mohon bantu,4,Positif
perbarui masuk login kode otp whatsapp,3,Positif
susah login klo ganti hp dlltolong permudah perbaiki,4,Positif
masuk ga suru masukan sandiuda masukan sandinya salah uda bener sandi nya,1,Negatif
aplikasi nya bagus bngt,5,Positif
malem eror ga pake urgent merugikan,1,Negatif
maintenance trusss tiapp malemmmmmmmm amsyonggggg kalo lg darurat ribett mao tf gabisaaaaaaa kacoooooooooooooo,1,Negatif
min coba perbaiki min tranfer ko gagal bikin kecewa jirrr,1,Negatif
livin kehapus pas donload masuk aplikasi gak tulisan login nya livin gangguan tolong d perbaiki login gak tolong d perbaikin nya gak login,1,Negatif
duit sendri tf aja susah,1,Negatif
gangguannn,1,Negatif
bertahan mandiri karna sat set cepat memudahkan smua transaksi,5,Positif
males kadang jam malam kadang jam sampe jam gk dipke gimana lg jalan gak cash posisi lapar,1,Negatif
livin by mandiri pembaharuan meintence,1,Negatif
livin ruwet raiso dibuka notif hp resmi karepe pie,1,Negatif
jelek bgt gagal transaksi pdhl saldo,1,Negatif
perangkat hp compitable pas upgrade hp yg gk support aplikasinya bwt poco f pro,1,Negatif
aplikasi terhenti login tolong perbaiki,1,Negatif
tolong d perbaiki klau qr saldo jgn,5,Positif
livin lapor kantor cabang jg teratasi mhn info bantuanya ttims,4,Positif
ga masuk tolong benerin trmksh,1,Negatif
bagus banget,5,Positif
livin ku gak yakeluar menu aplikasi tp aplikasi mbanking pd hmmm merepotkan,1,Negatif
aduhhh aplikasi gajelas banget daftar trus suruh masukin otp email masuk email bentar eh pas masuk aplikasi livin nya disuruh ngulang dr aplikasi nya bentar loh,1,Negatif
min masuk aplikasi engga uda uninstal tetep engga hp uda restart tetep engga perbaikan aplikasi kah min,5,Positif
gk login lg login hp,2,Negatif
payah krn hp kluaran udh gak pake livin lg ribet kalo dikit udah coba bank nya disuruh upgrade hp hadeuh,1,Negatif
pasword nya knp gak mhn bantuannya,5,Positif
donlod aplikasi initapi g kebukapadahal dateng kkntr nya langsungtp kesemulamohon penjelasannya,4,Positif
aplikasi livin gak dibuka,1,Negatif
livin terhubung aja yah tolong,1,Negatif
aneh banget pembayaran tulisannya error kuulangin cek tercatat kali pembayaran tolong diperbaiki,1,Negatif
saldo hilang pernak transaksi,3,Positif
buka livin pasword yg masukan salahkenapa password yg masukan,1,Negatif
membantu,5,Positif
ga berguna eror nya,1,Negatif
praktis ekonomis mantap,5,Positif
dev kena reset memperbarui gagal verivikasi wajah,5,Positif
kendala log in notif sendang maintenance masukan no kartu data pribadi sesuai identitas sayapun mencoba pergi cabang bank mandiri cs akun reset mencoba masuk livin kendala tolong solusinya,3,Positif
kecewa livin buka aneh kantor cabang bwi buka rumah eh gak buka pakai transaksi livin buruk pelayanannya,1,Negatif
g login kartu fisik g nerima,1,Negatif
susah pakai livin kendala login privasi keamanan apalah login reset hp,1,Negatif
tulisan gangguan,1,Negatif
pake aplikasi pembayaran gopay later kendala tertagih udh bayar jatuh tempo pake bca mobile ga kendala udh komplain disuruh bayar,1,Negatif
janga donlod livin jelek aplikasi nya suka eror,1,Negatif
ni buka livin gangguan udah jam,1,Negatif
udah gabisa dibuka emang akun,1,Negatif
kebanyakan perbaikan layanan disaat kebutuhan mendesak login banyaknya perbaikan layanan,1,Negatif
bagus,5,Positif
transfer gagal keterangan proses dilanjutkan,5,Positif
kk ko sya g bsaaktifin livin d hp hrs lwat cbang aja knp y,1,Negatif
makasi,5,Positif
ribet banget aplikasi password nggak d login nggak bayar va notif d pasword trus kesempatan coba nya kali fitur lupa pasword suruh isi data nomor kartu dll ribet banget email kartunya g d bawa trus login g useless aplikasi nggak ciri khas aplikasi pemerintah bumn uiux nya aja yg nggak beres,1,Negatif
verygood,5,Positif
livin bida terconnect masuk livin bisaada kendala bisaa gaji masuk kesitu aplikasinya dibukaa adaapa livin info apaapa email,2,Negatif
transaksi nyaman,5,Positif
aplikasi mencari cuan resiko kerugiannya,5,Positif
membantu cepat transaksi,5,Positif
transfer bank permata gagal emang bank bumn bermasalah,2,Negatif
aplikasi taii udh isi saldo log out masuk gg pdahal udh dpat kartunya email,1,Negatif
membantu,4,Positif
tolong dipersingkat pemeliharaan rutin nya,5,Positif
eror ngga tf top up,3,Positif
knp gk buka hpku pdahal hp nya,5,Positif
ubah password tolong solusinya min,1,Negatif
kendala menerus,1,Negatif
hallo biaya potong gpn gold ribu ribu mohon nasabah aja,1,Negatif
overall bagus yg mengganggu terkadang aplikasi susah dibuka sinyal tergolong lancar,2,Negatif
kemaein aplikasinya tdk dibuka knapa,2,Negatif
login ganti sandi kalo login permudah njing,1,Negatif
udah verifikasi gak masuk,1,Negatif
layanan tersedia akun m banking udah dicoba,1,Negatif
bermanfaat,5,Positif
dev tolong aplikasinya hp retmi note pro tolong perbaiki,4,Positif
informasi lengkap menu layanan dipotong by admin pemberitahuannotifikasi pemilik rekening pengiriman kartu lambat kerja bulanan produk aplikasinya sulit dipahami,1,Negatif
saldo terkuras hinggal pdhl ga trx biaya admin sampe x dlm sebulanblm biaya kartu binggung jd nya untung,1,Negatif
tolong perbaiki aplikasinya gangguan terusmau log in gak terhambat loh orang transaksi online,3,Positif
sulit login,1,Negatif
fiturnya login suka ngestuck loadingnya hp nggak becus aplikasi hp,1,Negatif
lu kalo bikin sistem verifikasi ktp bener la ga orang kamera nya bagus ni pake persulit tulisan udh keliatan aja suruh ulang hadeh,2,Negatif
suka gangguan tulisan berhasil terhubung membuka aplikasi jaringan normal,3,Positif
gangguan livin jam pagi sekarangtapi anehnya livin temanku dibukaini salahnya dimana,1,Negatif
aplikasinya jelek pembayaran,2,Negatif
gajelas banget sumpa transfer aja gabisa emang aneh,1,Negatif
aduh neh aplikasi ngga dibuka tersambung error aja neh,1,Negatif
bagus mudah dimengerti aman,5,Positif
iya topup dana muncul gagal bertransaksi karna nmr dana terdftr gangguan,5,Positif
mantap gak sesulit dibayangkan membuka aplikasi growin,5,Positif
bagus aplikasi livin by mandiri,5,Positif
gak bayar make qriss,5,Positif
membantu pembayaran investasi mudah fitur yg lengkap buka deposito online tabungan rencana online smua serba gampang nasabah mandiri,5,Positif
membantu bagus urusan bisnis,5,Positif
puas kecrangan aplikasi seprti ansuran bulanan sesuai pinjaman ngga jlas pemotongannya,5,Positif
bagus batas transfer dana knp tolong min diturunin,2,Negatif
transaksi gagal kemarin tolong solusinya,3,Positif
mandiri gx tf gini gangguan sistem kah gmna tolong infokan infokan nomor lu yg bacot,1,Negatif
aplikasi mandiri gangguan dibuka,3,Positif
sumpah verifikasi wajah gak lolos nyoba cahaya angle tetep aja verifikasi gagal pertimbangkan sistem verifikasi stable implemen sistem gak login akun solusi,2,Negatif
dibuka login berhasil terhubung update koneksi lancar,4,Positif
tambahkan obligasi fr saham biar gak pindah aplikasi lg,5,Positif
mbanking saldo ditampilkannya gak saldo endapnya,3,Positif
useful,5,Positif
aplikasi berjalan install fitur ruang privasi hp android hp spek bawaan pabrik,1,Negatif
tolong perbaiki tampilan aplikasi mode layar penuh z fold terima kasih,4,Positif
semalaman gak dipakai dasar aplikasi gak berguna,1,Negatif
berjaya abadi,5,Positif
jelek banget keseringan maintenance pas darurat uang gak dipake kapok pake mandiri dah,1,Negatif
payah aplikasi maintenance kali transfer subuh nunggu lagih,1,Negatif
maintenance nya bgt,1,Negatif
sampe maintenance gila,1,Negatif
elor kenapaa woi masu jam malem elor,2,Negatif
gua transaksi aja persulit aduhhhh developer update aplikasi biar lancar,2,Negatif
jam pagi eror ta,5,Positif
pemeliharaan gak dijelasin selesai nya nyari nya susah bank bumn miskin gak malu bca minimarket nya bobrok klo bank pemerintah kalo krna payrol gaji gak gw pake mandiri busuk,1,Negatif
lelet lodingnya,2,Negatif
seandainya payroll q gak mandiri q gak nabung mandiri potongannya banget n gak gak bunganya kalo malam maintenen bank bumn kog kayak gini,1,Negatif
burukk saldo potong cek mutasi gak gak terdaftar potongnya kalo kantor suruh bikin gak bikin ni aplikasi burukkkk banget jelasinnn nya mutasinya,1,Negatif
fitur lengkap tolong lengkapi fitur credit,5,Positif
blokir kocak dah ganti password suruh masukin pin eh gagal berujung blokirkalau karna pekerjaan gue males pakai bank konfensional,1,Negatif
klo gajian gw pke perol bank mandiri udah gw hapus aplikasi livin by mandiri muak banget pake aplikasi livin by mandiri buruk pke livin klo kaya gini pembayaran urgent gak malam jam coba buruk jam livin woyyy livin gak lw perbaiki server lw ja jam malam trasaksi silahkan coba tololll,1,Negatif
tukar nomor hptapi otp ga muncul nomor aktif,1,Negatif
aplikasi nya membantu,5,Positif
mantab sukses,5,Positif
habis pulsa telp masuk cust servis mandiri nya sibuk penelpon buang pulsa banget,1,Negatif
harap metode login mandiri pin mudah memakai sandi,2,Negatif
g buka,5,Positif
masuk akun livin mandiri krn sblmnya aplikasi ny kehapus anak tpi login ngga gmna mlah muncul trus layanan tersedian,5,Positif
menu tuk belivoucher wifi nya login masuk kode otp verifikasi otp gagal trus masuk gagal trus verifikasi otp nyajengkel jugaada aplikasi livin mandiri kecewa aplikasi ginikadang,1,Negatif
g masuk,1,Negatif
adakah call centre berbayar mandiri bca membebani bebani wajar bca bagus mandiri merugikan pulsa rb menit pulsa habis terputus ulang bikin rugi,1,Negatif
min masuk akun m banking pas masuk kode otp sistem sibuk udah coba login gimana ni min semoga respon,3,Positif
pin terblokir giliran masuk susah bangat scan wajanya bikin bosan scan berjam berhari kaha,1,Negatif
min knpa ganti pasword gagal terusminta penjelasannya,4,Positif
pelayanan cepat,5,Positif
halo kak syaa verifikasi wajah gagal coba berkali kali tetep ga jaringan bagus kamera gimana mohon arahannya,1,Negatif
simpel mudah,5,Positif
lainkali kirim kartu debit jagan pakai antareja sumpah ekspedisi gk masak paket balikin jakarta,5,Positif
gak login verifikasi wajah dah kedip gk deteksi,1,Negatif
payah transaksi pakai virtual account mending pakai bank mudah bayar pakai virtual account tinggal copas nomor virtualnya langsung tinggal bayar ribet livin mandiri udah coba langsung copas nomor virtual gabisatidak ditemukan udh coba pilih tujuannya masukin nomor virtual nomor rekeningnya tetep nyari youtube aja zonk hasilnya kacau banget aplikasi,1,Negatif
aplikasinya si ribet,3,Positif
bank mandiri blacklist kebanyakan aplikasi kripto pengguna mandiri buka bank perbaiki kualitas,1,Negatif
trbaik,5,Positif
eror mulu tolong perbaiki bug nya,2,Negatif
login proses verifikasi wajah,2,Negatif
aplikasinya ngebug,1,Negatif
perbaikan emgga masuk admin tolong,1,Negatif
gk buka aplikasi nya,2,Negatif
hallo kak pembagian minyak ngasih ktp daftarkan livin orang penipuan,4,Positif
pagi livin buka bacaan berhasil terhubung transaksi mohon bantu,3,Positif
mantap tolong munculkan fitur pinjaman tunai apl livinby mandiri,5,Positif
suruh masuik tp digit kirim digit tolong masukan nya,1,Negatif
knp saldonya minimum make gak gitu saldo nya te potong aja aja kmrin cek sdh sisa kek,1,Negatif
tolong kalo daftar livin ga yaa keterangan nya sistem sibuk udah isi sesuai petunjuk,5,Positif
ganti hp gak masuk masuk ulang ko susah banget,2,Negatif
gagal verifikasi wajahtolong perbaiki,2,Negatif
selfie masuk disuruh berkedip perihtetap masuk,1,Negatif
udah gua tf rekening bca kagak alasannya keamanan aktivitas mencurigakan gajelas jni emang,1,Negatif
emosi banget lupa password posisi kartu hilang ketinggalan pas butuh susah login pakai nomor kartu benci buka gajian gamau pake,3,Positif
semenjak ter uninstall anak download livin tp eror force close log in,3,Positif
berguna,5,Positif
alhamdullilah servis memuaskan,5,Positif
aplikasi living ny eror gak top up,1,Negatif
udah seharian aplikasi eror gak kebuka,2,Negatif
gajelas aplikasi maintenance perubahan maintenance nyaa tolong permudah pengguna aplikasi kalo maintenance kali seminggu maintenance nya sangatt mengganggu menyusahkan,1,Negatif
perbaikan malem ngomong ngomong diperbaiki kalo malem maintenance,1,Negatif
malem ga bsa tf aneh muncul tulisan fitur tdk dpt,1,Negatif
klo jam jam pagi gk pake transaksi gk kaya bank aneh aneh mls pake mandiri jubag,1,Negatif
gangguan kecewa,1,Negatif
aplikasi pelayanan buruk malam jam transaksi gagal,3,Positif
login karna lupa pasword tolong d bantu solusi nya,3,Positif
eror gk top up susah sesuai jam gk aplikasi mempermudah bikin emosi,2,Negatif
gak dibuka payah,5,Positif
udah pengajuan ganti nomor blm buka ga ngerti lagii nunggu ga bgtu nunggunya kantor cabang mengganti no dgn cepat aman kecuali ngaganti nomer curigai,3,Positif
debt collector bank mandiri call kontak laporkan ojk media konsumen,1,Negatif
kecewatiap mlm gangguankalu bisnis sipdi karenakan malam jam gak pakaidan haripercuma kasih ulasan perubahan,2,Negatif
tolong tingkatkan kinerjanya pemeliharaan aja sampe ga log in perasaan cuman ga transaksi aja,3,Positif
bikin rekening online kartu nya kirim kirim rumah tolong mandiri pengen kirim,2,Negatif
masuk klik kluar menu,1,Negatif
mu log in knpa tulisan terhubung sinyal bgus,4,Positif
transaksi mudah makasih livin by mandiri,4,Positif
tolong perbaiki login nya bermasalah login akun yg,1,Negatif
tolong pas verifikasi wajah nya dibenerin yg gagal verifikasi wajah,1,Negatif
kak tolong bantu buka in akun kak,5,Positif
bikin rekening tulisannya terdaftar,1,Negatif
membantu,5,Positif
sistem saldo tertahan mandiri bikin pusing menyesal pakai mandiri,1,Negatif
livin madiri hp masuk keterangan nya paksa berhenti mohon informasi nya,5,Positif
kendala login livin,3,Positif
pelayanan bank mandiri puas,5,Positif
gajelas masuk pasword lupa gaada kartunya,1,Negatif
bagussaat mengirim uang tanggal waktunyaitu sya jengkeltidak tuk mengirim lagiharus diperbaiki tanggalnya mengirim uang,1,Negatif
knp si aplikasi login g jls bngt hadeh,1,Negatif
ko masuk susah ganti hp download ga masuk masuk kode otp,4,Positif
daftaralasan,1,Negatif
tolong pemblokiran selesaikan bank,5,Positif
buka livin informasi realme plus g ui support livin versi android terbaru ui realme,1,Negatif
bingung share screen gk nyalakan aplikasi livin matiin matikan restart transaksi restart hp boros gini diurus mbanking gk kek gini,1,Negatif
sahat bagaus,5,Positif
susah prepikasi wajah gagal,1,Negatif
livin skarang gak daftar yaharap d perbaiki klw gangguan sistem,1,Negatif
gangguan ko tdk masuk livin mandiri,1,Negatif
